2023-03-10 10:04:25.998986 [INFO   ] [APP] application started
2023-03-10 10:05:37.994595 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:05:37.994867 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-10 10:05:37.994873 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:37.994879 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:37.994902 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:37.994906 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:37.994970 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:05:37.994974 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-10 10:05:37.994980 [INFO   ] [AUTO] order 403 filled for 10 lots at $146900 cents
2023-03-10 10:05:37.995016 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-10 10:05:37.995166 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:37.995173 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:37.995184 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:37.995189 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:05:37.995193 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 146900; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-10 10:05:37.995277 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:05:37.995284 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-10 10:05:37.995288 [INFO   ] [AUTO] hedge order 404 filled for 10 lots at $146700 average price in cents
2023-03-10 10:05:38.284460 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:38.284509 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:38.284517 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 3000; bid prices: 146700; bid volumes: 12790
2023-03-10 10:05:38.284598 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:05:38.284621 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:38.284625 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:38.284628 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146900; ask volumes: 10; bid prices: 146500; bid volumes: 97
2023-03-10 10:05:38.284635 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-10 10:05:38.284827 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:38.284833 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:38.284873 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:38.284876 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:38.285084 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:38.285091 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:38.516833 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:38.516871 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:38.516881 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146800; ask volumes: 1400; bid prices: 146700; bid volumes: 100
2023-03-10 10:05:38.516981 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:05:38.517003 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:38.517008 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:38.517013 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146900; ask volumes: 10; bid prices: 146800; bid volumes: 10
2023-03-10 10:05:38.517020 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-10 10:05:38.517340 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:38.517348 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:38.517569 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:38.517575 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:38.705553 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:05:38.705586 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-10 10:05:38.705594 [INFO   ] [AUTO] order 407 filled for 10 lots at $146900 cents
2023-03-10 10:05:38.705658 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-10 10:05:38.706007 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:38.706013 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:38.706043 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:38.706046 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:05:38.706050 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 146900; ask volumes: 20; bid prices: 0; bid volumes: 0
2023-03-10 10:05:38.706291 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:05:38.706297 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-10 10:05:38.706300 [INFO   ] [AUTO] hedge order 408 filled for 10 lots at $146900 average price in cents
2023-03-10 10:05:38.777667 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:38.777695 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:38.777704 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 2000; bid prices: 146700; bid volumes: 12880
2023-03-10 10:05:38.777764 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:05:38.777794 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:38.777800 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:38.777804 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 55; bid prices: 147200; bid volumes: 17
2023-03-10 10:05:38.777811 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-10 10:05:38.777971 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:38.777977 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:38.778218 [DEBUG  ] [CON] 'Exec' received 34 bytes
2023-03-10 10:05:38.778224 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-10 10:05:38.778227 [INFO   ] [AUTO] order 409 filled for 10 lots at $147200 cents
2023-03-10 10:05:38.778252 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:38.778273 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-10 10:05:38.778385 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:38.778392 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:05:38.778396 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 147200; bid volumes: 10
2023-03-10 10:05:38.778407 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:38.778410 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:38.778521 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:05:38.778529 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-10 10:05:38.778532 [INFO   ] [AUTO] hedge order 411 filled for 10 lots at $146900 average price in cents
2023-03-10 10:05:38.865632 [DEBUG  ] [CON] 'Exec' received 34 bytes
2023-03-10 10:05:38.865662 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-10 10:05:38.865668 [INFO   ] [AUTO] order 410 filled for 10 lots at $146900 cents
2023-03-10 10:05:38.865717 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:38.865733 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:38.865736 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:05:38.865740 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 147200; bid volumes: 7
2023-03-10 10:05:38.865745 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-10 10:05:38.866099 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:05:38.866105 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-10 10:05:38.866108 [INFO   ] [AUTO] hedge order 412 filled for 10 lots at $146700 average price in cents
2023-03-10 10:05:39.065231 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:39.065256 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:39.065263 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 16400; bid prices: 146900; bid volumes: 10000
2023-03-10 10:05:39.065323 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-10 10:05:39.065354 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:39.065365 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:39.065370 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 55; bid prices: 146500; bid volumes: 74
2023-03-10 10:05:39.065379 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-10 10:05:39.066304 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:39.066313 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:39.066402 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:39.066406 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:39.111119 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:39.111133 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:05:39.111142 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 147200; ask volumes: 1290; bid prices: 0; bid volumes: 0
2023-03-10 10:05:39.289602 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:39.289647 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:39.289657 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 11400; bid prices: 146800; bid volumes: 1000
2023-03-10 10:05:39.289760 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:05:39.289783 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:39.289791 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:39.289795 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 65; bid prices: 147100; bid volumes: 10
2023-03-10 10:05:39.289801 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:05:39.290218 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:39.290224 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:39.290617 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:39.290623 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:39.290662 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:39.290666 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:39.290691 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:39.290695 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:39.557315 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:39.557365 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:39.557375 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 1000; bid prices: 146800; bid volumes: 13800
2023-03-10 10:05:39.557382 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:39.557386 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:39.557390 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 10; bid prices: 147000; bid volumes: 10
2023-03-10 10:05:39.614774 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:05:39.614801 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-10 10:05:39.614810 [INFO   ] [AUTO] order 415 filled for 10 lots at $147200 cents
2023-03-10 10:05:39.614892 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-10 10:05:39.614902 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:39.614905 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:39.614992 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:39.614999 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:05:39.615004 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 147200; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-10 10:05:39.615409 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:05:39.615415 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-10 10:05:39.615419 [INFO   ] [AUTO] hedge order 417 filled for 10 lots at $147000 average price in cents
2023-03-10 10:05:39.769775 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:39.769810 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:39.769824 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 13400; bid prices: 146800; bid volumes: 12800
2023-03-10 10:05:39.769911 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:05:39.769932 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:39.769936 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:39.769939 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 10086; bid prices: 147000; bid volumes: 10
2023-03-10 10:05:39.769947 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-10 10:05:39.770156 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:39.770163 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:39.770219 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:39.770224 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:39.770263 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:39.770270 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:39.857786 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:39.857809 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:05:39.857815 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 147200; ask volumes: 1400; bid prices: 0; bid volumes: 0
2023-03-10 10:05:40.049247 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:40.049287 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:40.049299 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147300; ask volumes: 14100; bid prices: 147100; bid volumes: 1000
2023-03-10 10:05:40.049368 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:05:40.049391 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:40.049395 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:40.049399 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147400; ask volumes: 10; bid prices: 147100; bid volumes: 10
2023-03-10 10:05:40.049405 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:05:40.049703 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:40.049710 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:40.050014 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:40.050020 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:40.050105 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-10 10:05:40.050108 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:40.050113 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:40.074661 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:40.074685 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:05:40.074692 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 147300; ask volumes: 100; bid prices: 0; bid volumes: 0
2023-03-10 10:05:40.118764 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:40.118792 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:05:40.118799 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 147300; bid volumes: 1000
2023-03-10 10:05:40.270493 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:40.270524 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:40.270531 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 1000; bid prices: 147000; bid volumes: 12800
2023-03-10 10:05:40.270595 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:05:40.270624 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:40.270630 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:40.270634 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 96; bid prices: 147400; bid volumes: 10
2023-03-10 10:05:40.270640 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:05:40.270855 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:40.270862 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:40.270879 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:40.270882 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:40.270932 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:40.270935 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:40.270967 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:40.270970 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:40.514964 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:40.515025 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:40.515034 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 11000; bid prices: 147000; bid volumes: 1000
2023-03-10 10:05:40.515049 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:40.515053 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:40.515057 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147500; ask volumes: 10; bid prices: 147300; bid volumes: 10
2023-03-10 10:05:40.799417 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:40.799463 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:40.799473 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 11000; bid prices: 146900; bid volumes: 11790
2023-03-10 10:05:40.799593 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:05:40.799617 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:40.799623 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:40.799628 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147500; ask volumes: 10; bid prices: 147300; bid volumes: 10
2023-03-10 10:05:40.799634 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-10 10:05:40.799879 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:40.799885 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:40.800208 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:40.800217 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:41.025315 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:41.025346 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:41.025354 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 10000; bid prices: 147000; bid volumes: 12830
2023-03-10 10:05:41.025431 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:05:41.025454 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:41.025483 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:41.025496 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147500; ask volumes: 10; bid prices: 147200; bid volumes: 10
2023-03-10 10:05:41.025507 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-10 10:05:41.025676 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:41.025683 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:41.025764 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:41.025767 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:41.172902 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:05:41.172942 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-10 10:05:41.172949 [INFO   ] [AUTO] order 425 filled for 10 lots at $147300 cents
2023-03-10 10:05:41.173014 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-10 10:05:41.173118 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:41.173124 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:41.173207 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:41.173210 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:05:41.173214 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 147300; bid volumes: 10
2023-03-10 10:05:41.173322 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:05:41.173329 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-10 10:05:41.173333 [INFO   ] [AUTO] hedge order 426 filled for 10 lots at $147000 average price in cents
2023-03-10 10:05:41.290985 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:41.291032 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:41.291044 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 10000; bid prices: 147000; bid volumes: 12830
2023-03-10 10:05:41.291181 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:05:41.291215 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:41.291221 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:41.291226 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147500; ask volumes: 10; bid prices: 146500; bid volumes: 10028
2023-03-10 10:05:41.291234 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-10 10:05:41.291516 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:41.291526 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:41.291647 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:41.291654 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:41.291695 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:41.291701 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:41.494842 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:41.494881 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:41.494888 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 10000; bid prices: 147000; bid volumes: 12830
2023-03-10 10:05:41.494896 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:41.494898 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:41.494902 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147400; ask volumes: 10; bid prices: 147200; bid volumes: 10
2023-03-10 10:05:41.771690 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:41.771729 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:41.771736 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147400; ask volumes: 13000; bid prices: 147200; bid volumes: 1000
2023-03-10 10:05:41.771827 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:05:41.771850 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:41.771854 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:41.771858 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147400; ask volumes: 10; bid prices: 147200; bid volumes: 10
2023-03-10 10:05:41.771864 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:05:41.772235 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:41.772241 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:41.772571 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:41.772577 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:41.772838 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:41.772844 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:41.772860 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:05:41.772865 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:05:41.991593 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:41.991640 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:41.991650 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147400; ask volumes: 12000; bid prices: 147200; bid volumes: 1000
2023-03-10 10:05:41.991659 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:41.991661 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:41.991665 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 96; bid prices: 147400; bid volumes: 10
2023-03-10 10:05:42.246070 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:05:42.246115 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:05:42.246124 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147400; ask volumes: 12000; bid prices: 147200; bid volumes: 11000
